in_province,in_city,out_province,out_city,交通和通信,其他用品和服务,医疗保健,教育、文化和娱乐,生活用品及服务,衣着,食品烟酒
上海,宝山区,山东,德州,0.416353444,0.360549685,0.573683645,0.513864574,0.554408414,0.375368808,0.189627179
上海,宝山区,山东,济南,0.874049398,0.832784444,0,0.250145403,0.138974741,0,0.846353276
上海,宝山区,山东,青岛,0,0.798782697,0.243496662,0,0.295356095,0,0
上海,宝山区,山西,临汾,0,0,0,0,0.784471574,0,0
上海,宝山区,山西,大同,0,0,0,0.112857964,0.135373317,0,0
上海,宝山区,广东,东莞,0,0,0,0.826183158,0.02484512,0,0.488521862
上海,宝山区,广东,佛山,0.119334931,0.387956029,0,0.304933912,0.024854874,0,0.926578797
上海,宝山区,广东,广州,0.585307163,0.22815669,0.045491088,0.516143586,0.108571591,0.146249826,0.345646824
上海,宝山区,广东,惠州,0,0.55351842,0.950104396,0,0,0,0
上海,宝山区,广西,南宁,0,0.923512468,0,0,0,0,0
上海,宝山区,新疆,乌鲁木齐,0,0,0,0,0,0.125063177,0
上海,宝山区,江苏,南京,0.712304153,0,0,0.578956007,0,0,0.885301856
上海,宝山区,江苏,南通,0,0.123937578,0,0,0,0,0
上海,宝山区,江苏,宿迁,0.954239666,0,0,0,0,0,0
上海,宝山区,江苏,无锡,0,0,0,0,0,0,0.881166759
上海,宝山区,江苏,泰州,0,0,0,0.920610537,0.110923369,0,0
上海,宝山区,江苏,苏州,0.326290618,0.969659646,0.474186891,0.831930035,0.096842757,0.052217063,0.783439243
上海,宝山区,江西,南昌,0,0.5657605,0,0.522864507,0.38207474,0,0
上海,宝山区,河北,唐山,0,0,0,0.34718505,0.022249631,0,0
上海,宝山区,河北,廊坊,0.651270592,0.574775773,0,0.070903271,0,0.354771731,0.828008478
上海,宝山区,河北,张家口,0.288531541,0,0,0.493961411,0.360153243,0,0.235038638
上海,宝山区,河南,郑州,0,0.167198256,0.975862331,0.173953402,0.344567808,0,0.441232299
上海,宝山区,河南,驻马店,0,0,0,0.900473813,0.197666977,0,0.198897443
上海,宝山区,浙江,宁波,0.773863565,0.876027421,0.047738969,0.157014954,0.00545736,0,0.958169255
上海,宝山区,浙江,杭州,0.807925523,0.339908257,0,0.368015149,0.761121515,0,0
上海,宝山区,湖北,武汉,0.18948365,0.149809717,0.112329727,0.936536391,0.123720227,0.590625389,0.029617101
上海,宝山区,湖北,荆州,0,0,0,0,0.899589367,0,0
上海,宝山区,福建,厦门,0.857356579,0,0,0.53929262,0,0,0
上海,宝山区,福建,福州,0,0,0,0.023563046,0,0.412417522,0
上海,宝山区,贵州,贵阳,0,0,0,0,0.09594137,0,0
上海,宝山区,辽宁,大连,0,0,0,0.543448557,0,0,0
上海,宝山区,辽宁,沈阳,0.718688129,0.263020404,0.084724832,0.913146757,0.173753688,0.423752656,0.956309221
上海,宝山区,重庆,重庆,0.901632918,0.366477461,0.807744026,0.641766502,0.057913952,0,0.093424198
上海,宝山区,陕西,西安,0.767256362,0.180132275,0.202137797,0.220643572,0.675282664,0.826456382,0.654440185
上海,宝山区,青海,西宁,0.331776371,0,0,0.818822886,0.094782002,0,0
上海,宝山区,香港,香港,0.560045511,0.047014738,0.016648954,0.125708473,0.261990782,0.699165721,0
上海,崇明区,上海,上海,0.746520637,0.244800082,0.509040106,0.723158569,0.481019113,0.515051164,0.361063321
上海,崇明区,内蒙古,呼和浩特,0.517078321,0,0,0,0,0,0
上海,崇明区,内蒙古,赤峰,0,0,0,0.545513529,0,0,0
上海,崇明区,北京,北京,0.828299804,0.12376705,0.060771525,0.414549999,0.961891112,0.346600121,0.207161473
上海,崇明区,吉林,长春,0,0,0,0.766191124,0.080330341,0,0
上海,崇明区,四川,德阳,0,0.044767806,0,0,0.945396504,0,0
上海,崇明区,四川,成都,0.58365259,0.753173265,0.138630386,0.779304855,0.30311395,0.390883687,0.428376576
上海,崇明区,天津,天津,0.320144847,0.728622622,0.301377038,0.615610642,0.029002826,0,0.61417558
上海,崇明区,安徽,合肥,0.065199466,0,0,0,0,0,0
上海,崇明区,山东,德州,0.801606889,0.170800366,0.647417276,0.340390098,0.124323099,0.160232424,0.693342495
上海,崇明区,山东,济南,0.706086491,0.917808192,0,0.674097814,0.215964811,0,0.173705803
上海,崇明区,山东,青岛,0,0,0.834279148,0,0,0,0
上海,崇明区,山西,大同,0,0,0,0,0.062559438,0,0.736639807
上海,崇明区,广东,东莞,0,0.91640035,0,0.781102986,0.040160265,0,0
上海,崇明区,广东,佛山,0,0.876522055,0,0,0.100034542,0,0.072607741
上海,崇明区,广东,广州,0.191139564,0.639087917,0.36126713,0.27036216,0.424482078,0.807787664,0.339863461
上海,崇明区,广东,惠州,0,0,0.184989833,0,0,0,0
上海,崇明区,江苏,南京,0,0,0,0.562575413,0,0,0
上海,崇明区,江苏,南通,0,0.485912366,0,0,0,0,0
上海,崇明区,江苏,无锡,0,0,0,0,0,0,0.362592015
上海,崇明区,江苏,苏州,0.693293082,0.631143561,0.715920931,0.152578259,0.83462449,0.90647853,0.984122876
上海,崇明区,江西,南昌,0,0.614443036,0,0,0,0,0
上海,崇明区,河北,唐山,0,0,0,0,0,0,0.448073453
上海,崇明区,河北,廊坊,0,0.586994824,0,0.021566014,0.722651545,0,0
上海,崇明区,河北,石家庄,0,0,0,0,0.157984236,0,0
上海,崇明区,河南,郑州,0,0.296655303,0,0.763874309,0.474029224,0,0
上海,崇明区,浙江,宁波,0.197451028,0.586533868,0.329964808,0.353012537,0.891805726,0,0.283443834
上海,崇明区,浙江,杭州,0,0,0,0.313577287,0.394702803,0,0
上海,崇明区,海南,海口,0,0,0,0.43156419,0,0,0
上海,崇明区,湖北,武汉,0.490443054,0.310793289,0.654253554,0.7795418,0.339625042,0.924395198,0.772710543
上海,崇明区,西藏,拉萨,0.252965431,0,0,0,0,0,0
上海,崇明区,贵州,贵阳,0,0,0,0,0.909086124,0,0
上海,崇明区,辽宁,沈阳,0.662800201,0.975188868,0,0.444636538,0,0.307986048,0.648913502
上海,崇明区,重庆,重庆,0.466138699,0.533572096,0.831674278,0.500124407,0.478816659,0,0.981307732
上海,崇明区,陕西,西安,0.019168967,0.77739941,0.582302525,0.632368146,0.694809369,0.614133143,0.115819779
上海,崇明区,香港,香港,0,0.836927426,0,0.396637255,0.108231528,0,0
上海,崇明区,黑龙江,哈尔滨,0,0,0,0,0.247436928,0,0
上海,徐汇区,上海,上海,0.481320013,0.430497691,0.511277196,0.660466261,0.32185957,0.689468661,0.560291404
上海,徐汇区,云南,昆明,0,0,0,0.927657122,0,0.274202703,0
上海,徐汇区,内蒙古,呼和浩特,0,0,0,0.340076169,0.360294279,0,0.287312088
上海,徐汇区,内蒙古,赤峰,0.709247075,0,0,0,0,0,0
上海,徐汇区,北京,北京,0.200913456,0.408457766,0.824127771,0.583058429,0.403496675,0.795331769,0.743258886
上海,徐汇区,吉林,长春,0,0,0,0.774623808,0.674564807,0,0
上海,徐汇区,四川,德阳,0,0.176239567,0.717751653,0.229549464,0.168301244,0,0.268449706
上海,徐汇区,四川,成都,0.980691585,0.869475066,0.016446779,0.459496637,0.779551849,0.733624259,0.911904576
上海,徐汇区,天津,天津,0.402657182,0.022549997,0.86414398,0.515006534,0.113274554,0,0.845651072
上海,徐汇区,宁夏,银川,0,0,0,0,0.159036504,0,0
上海,徐汇区,安徽,合肥,0,0,0,0.392419162,0,0,0
上海,徐汇区,山东,德州,0.559158729,0.53609116,0.00231103,0.396239382,0.853238516,0.91235629,0.081572867
上海,徐汇区,山东,济南,0.350417346,0.251494914,0,0.714016391,0.267126956,0,0.735604383
上海,徐汇区,山东,青岛,0.979695835,0,0.284745453,0,0,0,0
上海,徐汇区,山西,大同,0,0,0,0.349031775,0.341896246,0,0
上海,徐汇区,广东,东莞,0,0,0,0.817579898,0.581839668,0,0.76000064
上海,徐汇区,广东,佛山,0.661894651,0.273298713,0,0.776200296,0.817717651,0,0.451635233
上海,徐汇区,广东,广州,0.530095282,0.592064187,0.747969374,0.873188361,0.532665993,0.456558595,0.240659466
上海,徐汇区,广东,惠州,0.657646393,0,0.730032097,0.221553007,0,0,0
上海,徐汇区,广西,南宁,0,0,0,0.59502943,0,0,0
上海,徐汇区,广西,柳州,0,0,0,0,0.396563647,0,0
上海,徐汇区,新疆,乌鲁木齐,0,0,0,0.534758053,0.741090517,0,0
上海,徐汇区,江苏,南京,0.240530656,0,0,0.132094653,0.675042249,0,0.840641992
上海,徐汇区,江苏,南通,0,0.094008653,0,0,0,0,0
上海,徐汇区,江苏,宿迁,0.142406151,0,0,0.321255793,0.727495147,0.571812128,0
上海,徐汇区,江苏,无锡,0,0,0,0,0,0,0.832055859
上海,徐汇区,江苏,泰州,0,0,0,0,0.328379909,0,0
上海,徐汇区,江苏,苏州,0.631585945,0.586913472,0.589875584,0.237605327,0.23901916,0.124228949,0.568421263
上海,徐汇区,江西,南昌,0,0,0,0.117561889,0,0,0
上海,徐汇区,河北,唐山,0,0,0,0,0.093611795,0,0
上海,徐汇区,河北,廊坊,0.221414844,0.191017468,0,0.219481281,0,0,0.957149963
上海,徐汇区,河北,张家口,0,0,0,0.174935205,0,0,0.616530064
上海,徐汇区,河北,石家庄,0,0,0,0.305140901,0,0,0
上海,徐汇区,河南,郑州,0,0.37942202,0.486477777,0.039393439,0.71679159,0,0
上海,徐汇区,河南,驻马店,0.6178713,0,0,0.979378923,0,0,0
上海,徐汇区,浙江,宁波,0.925188479,0.823963032,0.164713189,0.675616553,0.085485522,0,0.204698793
上海,徐汇区,浙江,杭州,0.770338405,0.075506664,0,0.930143236,0.952430438,0,0.834895594
上海,徐汇区,海南,海口,0,0,0,0.241735263,0,0,0
上海,徐汇区,湖北,武汉,0.552393441,0.998283233,0.924185509,0.591000279,0.424590904,0.698160145,0.504979885
上海,徐汇区,湖北,荆州,0,0,0,0.220399148,0,0,0
上海,徐汇区,湖南,长沙,0.466984871,0,0,0.023445364,0,0,0
上海,徐汇区,福建,厦门,0.799721936,0,0,0.652943747,0.484794329,0,0
上海,徐汇区,福建,福州,0,0,0,0.284970672,0,0,0
上海,徐汇区,辽宁,沈阳,0.045345719,0.777866239,0.927649043,0.359822969,0.835259057,0.985671398,0.884573875
上海,徐汇区,辽宁,锦州,0,0,0,0.518483064,0,0,0
上海,徐汇区,重庆,重庆,0.559544537,0.355822815,0.752394689,0.37594754,0.511448054,0,0.513670123
上海,徐汇区,陕西,咸阳,0,0,0,0,0.8088446,0,0
上海,徐汇区,陕西,西安,0.884324278,0.555124281,0.186193753,0.600428414,0.290811209,0.206413436,0.075628984
上海,徐汇区,香港,香港,0,0.767001874,0,0.269514167,0.785110141,0.161103293,0
上海,普陀区,上海,上海,0.738214489,0.039223833,0.308050018,0.225570036,0.309270468,0.16338941,0.61608053
上海,普陀区,内蒙古,呼和浩特,0.415120465,0,0,0.465593522,0.637612209,0,0.827848669
上海,普陀区,内蒙古,赤峰,0,0,0,0,0.889885411,0,0
上海,普陀区,北京,北京,0.562843306,0.083526964,0.664372251,0.084791089,0.536541646,0.696803179,0.7098874
上海,普陀区,吉林,长春,0,0,0,0.03174048,0.089009115,0,0
上海,普陀区,四川,德阳,0,0.454208606,0.064284179,0,0.649515026,0,0.61586914
上海,普陀区,四川,成都,0.389443174,0.84250969,0.82606035,0.995378884,0.844087374,0.796708541,0.840341776
上海,普陀区,天津,天津,0.588053251,0.177154805,0.428445146,0.489006503,0.210343213,0,0.14794512
上海,普陀区,宁夏,银川,0,0,0,0.739557231,0,0,0
上海,普陀区,安徽,合肥,0.676548559,0,0,0,0.435199083,0,0
上海,普陀区,山东,德州,0.305167088,0.111417286,0.694649198,0.496343803,0.604995756,0.087576076,0.413864756
上海,普陀区,山东,济南,0.480628377,0.169676661,0,0.09033735,0.121257628,0,0.812317608
上海,普陀区,山东,青岛,0,0,0.43191005,0.179070517,0.1323501,0,0
上海,普陀区,山西,临汾,0,0,0,0.206440435,0,0,0.77256181
上海,普陀区,山西,大同,0.767265608,0,0,0.658533706,0.384670538,0,0
上海,普陀区,广东,东莞,0,0.472526084,0,0.804461316,0.289596911,0,0.462485765
上海,普陀区,广东,佛山,0.339753605,0.939181859,0,0.142451011,0.891022118,0,0.338979066
上海,普陀区,广东,广州,0.056112288,0.338064729,0.500910773,0.36520624,0.277964619,0.875295677,0.536821866
上海,普陀区,广东,惠州,0,0,0.549177929,0.444482027,0.947591314,0,0
上海,普陀区,广西,柳州,0,0,0,0.412716466,0.809232919,0,0.592256085
上海,普陀区,新疆,乌鲁木齐,0,0,0,0.668048106,0,0,0
上海,普陀区,江苏,南京,0.108459187,0,0.625013656,0.859703512,0,0,0
上海,普陀区,江苏,南通,0,0.43915423,0,0,0,0,0
上海,普陀区,江苏,宿迁,0,0,0,0.737194965,0,0,0.739326174
上海,普陀区,江苏,无锡,0,0,0,0,0,0,0.859771363
上海,普陀区,江苏,泰州,0,0,0,0.597514576,0,0,0.824095765
上海,普陀区,江苏,苏州,0.927062596,0.950408127,0.462677704,0.157942805,0.887518,0.446132586,0.87847777
上海,普陀区,江西,南昌,0.218248066,0,0,0.610472682,0,0,0
上海,普陀区,河北,唐山,0.771925864,0,0,0,0,0,0
上海,普陀区,河北,廊坊,0,0.151201754,0,0.795280203,0.390697591,0,0.974171764
上海,普陀区,河北,张家口,0,0,0,0.10706454,0,0,0.2476302
上海,普陀区,河南,郑州,0,0.167457891,0.589946097,0.657017622,0.508878387,0,0.426118188
上海,普陀区,河南,驻马店,0,0.579834206,0,0.548011672,0.306473034,0,0.930359593
上海,普陀区,浙江,宁波,0.924378608,0.387295439,0.176854229,0.026819359,0.773812961,0,0.266191434
上海,普陀区,浙江,杭州,0,0.970982727,0,0.696273012,0.549018155,0,0
上海,普陀区,湖北,武汉,0.974774183,0.812295432,0.108810289,0.89123491,0.807923432,0.51691079,0.697588473
上海,普陀区,湖北,荆州,0,0,0,0,0.041785967,0,0
上海,普陀区,湖南,长沙,0,0,0,0,0.307741776,0,0
上海,普陀区,甘肃,兰州,0,0,0,0.944407578,0.774350174,0,0
上海,普陀区,福建,厦门,0.966125284,0,0,0,0.800497157,0,0
上海,普陀区,贵州,贵阳,0,0.692177675,0,0,0.638377151,0,0
上海,普陀区,辽宁,沈阳,0.547383763,0.875361214,0.457523664,0.170301664,0.412982456,0.842229422,0.583178015
上海,普陀区,重庆,重庆,0.58403434,0.056988648,0.670729009,0.819215127,0.029023546,0,0.052363585
上海,普陀区,陕西,西安,0.09051165,0.157765004,0.873433904,0.693451986,0.997645546,0.554721183,0.097761027
上海,普陀区,香港,香港,0.601188678,0.798627219,0,0.296437436,0.655395682,0.180938113,0
上海,普陀区,黑龙江,哈尔滨,0,0,0,0,0.52975243,0,0
上海,杨浦区,上海,上海,0.762733666,0.713784835,0.577327579,0.039277605,0.515936276,0.676477107,0.216182396
上海,杨浦区,内蒙古,呼和浩特,0,0,0,0.716837107,0,0,0
上海,杨浦区,北京,北京,0.062641921,0.461509214,0.360473185,0.013888229,0.804331217,0.808817945,0.700729723
上海,杨浦区,四川,德阳,0,0.582520482,0.744834495,0,0.555811181,0,0.417709925
上海,杨浦区,四川,成都,0.414246506,0.178362823,0.011715006,0.521101935,0.783913499,0.408937803,0.454047173
上海,杨浦区,天津,天津,0.220494573,0.408068928,0.490884583,0.844104665,0.873111557,0,0.765653554
上海,杨浦区,安徽,合肥,0.028096111,0,0,0,0,0,0
上海,杨浦区,山东,德州,0.66391374,0.495212988,0.512586871,0.372620966,0.160022961,0.306846025,0.388930482
上海,杨浦区,山东,济南,0.159745488,0.300960416,0,0.65434118,0.225271924,0,0.876896012
上海,杨浦区,山东,青岛,0,0,0.994929228,0,0,0,0
上海,杨浦区,山西,大同,0,0,0,0.147621568,0.784233043,0,0
上海,杨浦区,广东,东莞,0,0,0,0.470196609,0.288981244,0,0.1178483
上海,杨浦区,广东,佛山,0.460726678,0.382491643,0,0.108952578,0.89508296,0,0.480480483
上海,杨浦区,广东,广州,0.280615989,0.780851892,0.848718363,0.562403086,0.019987099,0.491224743,0.395176097
上海,杨浦区,广东,惠州,0,0,0.56745031,0.870098513,0,0,0
上海,杨浦区,广西,柳州,0,0.514267455,0,0,0.29667301,0,0
上海,杨浦区,新疆,乌鲁木齐,0,0,0,0,0.268547744,0,0
上海,杨浦区,江苏,南京,0.301691655,0,0,0.43677964,0,0,0
上海,杨浦区,江苏,南通,0,0.988645569,0,0,0,0,0
上海,杨浦区,江苏,宿迁,0,0,0,0.786143345,0,0.122615277,0
上海,杨浦区,江苏,无锡,0,0,0,0,0,0,0.236663086
上海,杨浦区,江苏,泰州,0.210885878,0,0,0.15838961,0,0,0
上海,杨浦区,江苏,苏州,0.959371716,0.125156564,0.708563905,0.72057201,0.305723138,0.02196877,0.07462152
上海,杨浦区,江西,南昌,0.010307026,0,0,0,0.028477176,0,0
上海,杨浦区,河北,唐山,0,0,0,0.632925076,0,0,0
上海,杨浦区,河北,廊坊,0.683293976,0.139915174,0,0.843205538,0,0.537487389,0.369573938
上海,杨浦区,河北,张家口,0,0,0,0,0.988647035,0,0
上海,杨浦区,河北,石家庄,0,0,0,0.266179711,0,0,0
上海,杨浦区,河南,郑州,0,0.843827583,0.107048557,0.141702976,0.596862803,0,0
上海,杨浦区,河南,驻马店,0.946977417,0,0,0.43129874,0,0,0.359524238
上海,杨浦区,浙江,宁波,0.540000136,0.004754704,0.512661487,0.811443711,0.345213458,0,0.623913056
上海,杨浦区,浙江,杭州,0.589708922,0.999944791,0,0.747396102,0.983615573,0,0
上海,杨浦区,湖北,武汉,0.911269116,0.502405319,0.485064607,0.347866628,0.775301147,0.690355255,0.394995583
上海,杨浦区,湖北,荆州,0.824751612,0,0,0.023788927,0.04171696,0,0
上海,杨浦区,福建,厦门,0,0,0,0.022343931,0,0,0
上海,杨浦区,贵州,贵阳,0,0,0,0.036565768,0,0,0
上海,杨浦区,辽宁,沈阳,0.984957519,0.612111203,0.647767261,0.172574348,0.302064739,0.880285427,0.337726345
上海,杨浦区,重庆,重庆,0.58860395,0.687997129,0.172945669,0.742234904,0.056527818,0,0.361458751
上海,杨浦区,陕西,西安,0.319615521,0.65455215,0.030016516,0.890000083,0.578626006,0.525694892,0.196769993
上海,杨浦区,香港,香港,0.610348987,0.248828236,0,0.861448606,0.623667437,0,0
上海,杨浦区,黑龙江,哈尔滨,0,0,0,0.688339414,0.510476043,0,0
上海,松江区,上海,上海,0.432740623,0.925389683,0.930124318,0.398421874,0.657541165,0.222366718,0.688673679
上海,松江区,云南,大理,0,0,0,0,0.857290251,0,0
上海,松江区,内蒙古,呼和浩特,0.533537468,0,0,0.234955315,0.734098582,0,0
上海,松江区,内蒙古,赤峰,0,0,0,0.337769374,0,0,0
上海,松江区,北京,北京,0.356507245,0.978104306,0.853154465,0.138711773,0.659068543,0.96068249,0.035883051
上海,松江区,吉林,长春,0,0,0,0.95529432,0.281439281,0,0
上海,松江区,四川,德阳,0,0.592062788,0.797238721,0,0.147380897,0,0.14967531
上海,松江区,四川,成都,0.806211282,0.139631372,0.97356691,0.380131843,0.119703836,0.1460808,0.344897206
上海,松江区,天津,天津,0.665919498,0.075846426,0.993595827,0.399869598,0.45890455,0,0.296031757
上海,松江区,安徽,合肥,0.723779937,0,0,0,0,0.606578139,0
上海,松江区,山东,德州,0.005988379,0.792324907,0.52665743,0.187821934,0.073240723,0.207371339,0.43055627
